area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,Cherokee,,,,,,35°29′12.36″N 83°19′21.55″W ﻿ / ﻿ 35.4867667°N 83.3226528°W ﻿ / 35.4867667; -83.3226528,United States,,Cherokee Botanical Garden and Nature Trail,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Cherokee_Botanical_Garden_and_Nature_Trail
,Chapel Hill,,University of North Carolina,,,,35°54′49.5″N 79°2′56.3″W ﻿ / ﻿ 35.913750°N 79.048972°W ﻿ / 35.913750; -79.048972,United States,,Coker Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Coker_Arboretum
,Boone,,,,,,36°12′31.32″N 81°40′14.88″W ﻿ / ﻿ 36.2087000°N 81.6708000°W ﻿ / 36.2087000; -81.6708000,United States,,Daniel Boone Native Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Daniel_Boone_Native_Gardens
,Davidson,,Davidson College,,,,35°30′0.72″N 80°50′46.32″W ﻿ / ﻿ 35.5002000°N 80.8462000°W ﻿ / 35.5002000; -80.8462000,United States,,Davidson College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Davidson_College_Arboretum
,Louisburg,,Louisburg College,,,,36°01′25.8″N 78°21′15.1″W ﻿ / ﻿ 36.023833°N 78.354194°W ﻿ / 36.023833; -78.354194,United States,,De Hart Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,
,High Point,,High Point University,,,,35°58′26.85″N 79°59′43.78″W ﻿ / ﻿ 35.9741250°N 79.9954944°W ﻿ / 35.9741250; -79.9954944,United States,,Mariana H. Qubein Arboretum & Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,
,Elon,,Elon University,,,,36°06′26″N 79°30′05″W ﻿ / ﻿ 36.10722°N 79.50139°W ﻿ / 36.10722; -79.50139,United States,,Elon University Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,
,Durham,,Duke University,,,,36°0′6.49″N 78°56′0.54″W ﻿ / ﻿ 36.0018028°N 78.9334833°W ﻿ / 36.0018028; -78.9334833,United States,,Sarah P. Duke Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Sarah_P._Duke_Gardens
,Greensboro,,,,,,36°4′12.36″N 79°50′28.68″W ﻿ / ﻿ 36.0701000°N 79.8413000°W ﻿ / 36.0701000; -79.8413000,United States,,Greensboro Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Greensboro_Arboretum
,Clyde,,Haywood Community College,,,,35°31′39.18″N 82°55′49.55″W ﻿ / ﻿ 35.5275500°N 82.9304306°W ﻿ / 35.5275500; -82.9304306,United States,,Haywood Community College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Haywood_Community_College#Arboretum
,Chapel Hill,,University of North Carolina,,,,35°53′59.28″N 79°1′57″W ﻿ / ﻿ 35.8998000°N 79.03250°W ﻿ / 35.8998000; -79.03250,United States,,William Lanier Hunt Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/William_Lanier_Hunt_Arboretum
,Raleigh,,,,,,35°37′34.32″N 78°38′22.56″W ﻿ / ﻿ 35.6262000°N 78.6396000°W ﻿ / 35.6262000; -78.6396000,United States,,Juniper Level Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Juniper_Level_Botanic_Gardens
,Wilmington,,,,,,34°12′37.44″N 77°50′7.08″W ﻿ / ﻿ 34.2104000°N 77.8353000°W ﻿ / 34.2104000; -77.8353000,United States,,New Hanover County Extension Service Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/New_Hanover_County_Extension_Service_Arboretum
,Asheville,,,,,,35°29′51.36″N 82°36′32.4″W ﻿ / ﻿ 35.4976000°N 82.609000°W ﻿ / 35.4976000; -82.609000,United States,,North Carolina Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/North_Carolina_Arboretum
,Chapel Hill,,University of North Carolina,,,,35°53′57.71″N 79°2′1.98″W ﻿ / ﻿ 35.8993639°N 79.0338833°W ﻿ / 35.8993639; -79.0338833,United States,,North Carolina Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/North_Carolina_Botanical_Garden
,Raleigh,,North Carolina State University,,,,35°47′40.2″N 78°41′56.76″W ﻿ / ﻿ 35.794500°N 78.6991000°W ﻿ / 35.794500; -78.6991000,United States,,JC Raulston Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/JC_Raulston_Arboretum
,Winston-Salem,,Wake Forest University,,,,36°7′29.28″N 80°17′3.12″W ﻿ / ﻿ 36.1248000°N 80.2842000°W ﻿ / 36.1248000; -80.2842000,United States,,Reynolda Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Reynolda_Gardens
,Pinehurst,,Sandhills Community College,,,,35°13′24.6″N 79°24′17.28″W ﻿ / ﻿ 35.223500°N 79.4048000°W ﻿ / 35.223500; -79.4048000,United States,,Sandhills Horticultural Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Sandhills_Horticultural_Gardens
,Belmont,,,,,,35°10′4.8″N 81°3′28.08″W ﻿ / ﻿ 35.168000°N 81.0578000°W ﻿ / 35.168000; -81.0578000,United States,,Daniel Stowe Conservancy,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Daniel_Stowe_Conservancy
,Clemmons,,,,,,36°0′11.52″N 80°24′23.76″W ﻿ / ﻿ 36.0032000°N 80.4066000°W ﻿ / 36.0032000; -80.4066000,United States,,Tanglewood Park Arboretum and Rose Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Tanglewood_Park_Arboretum_and_Rose_Garden
,Charlotte,,University of North Carolina,,,,35°18′28.8″N 80°43′42.6″W ﻿ / ﻿ 35.308000°N 80.728500°W ﻿ / 35.308000; -80.728500,United States,,University of North Carolina at Charlotte Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Charlotte_Botanical_Gardens
,Wilmington,,University of North Carolina,,,,34°13′35.76″N 77°52′40.97″W ﻿ / ﻿ 34.2266000°N 77.8780472°W ﻿ / 34.2266000; -77.8780472,United States,,University of North Carolina at Wilmington Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Wilmington_Arboretum
,Charlotte,,,,,,35°10′44.4″N 80°50′27.24″W ﻿ / ﻿ 35.179000°N 80.8409000°W ﻿ / 35.179000; -80.8409000,United States,,Wing Haven Gardens and Bird Sanctuary,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Wing_Haven_Gardens_and_Bird_Sanctuary
,Berthold,,,,,,,United States,,Berthold Public School Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,
,Towner,,,,,,,United States,,Denbigh Experimental Forest,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,https://en.wikipedia.org/wiki/Denbigh_Experimental_Forest
,Garrison,,,,,,,United States,,Fort Stevenson State Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,https://en.wikipedia.org/wiki/Fort_Stevenson_State_Park_Arboretum
,Cavalier,,,,,,,United States,,Gunlogson Arboretum Nature Preserve,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,https://en.wikipedia.org/wiki/Gunlogson_Arboretum_Nature_Preserve
,Rolette County,,,,,,,United States,,International Peace Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,https://en.wikipedia.org/wiki/International_Peace_Garden
,Larimore,,,,,,,United States,,Myra Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,https://en.wikipedia.org/wiki/Myra_Arboretum
,Fargo,,,,,,,United States,,Northern Plains Botanic Garden Society,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Dakota,North Dakota,
,Columbus,,Ohio State University,,,,40°00′34″N 83°01′47″W ﻿ / ﻿ 40.00944°N 83.02972°W ﻿ / 40.00944; -83.02972,United States,,Chadwick Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Chadwick_Arboretum
,Cincinnati,,,,,,39°8′42″N 84°30′28.8″W ﻿ / ﻿ 39.14500°N 84.508000°W ﻿ / 39.14500; -84.508000,United States,,Cincinnati Zoo and Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Cincinnati_Zoo_and_Botanical_Garden
,Cleveland,,,,,,41°30′39.05″N 81°36′34.04″W ﻿ / ﻿ 41.5108472°N 81.6094556°W ﻿ / 41.5108472; -81.6094556,United States,,Cleveland Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Cleveland_Botanical_Garden
,Dayton,,,,,,39°39′18.58″N 84°13′26.76″W ﻿ / ﻿ 39.6551611°N 84.2241000°W ﻿ / 39.6551611; -84.2241000,United States,,Cox Arboretum and Gardens MetroPark,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Cox_Arboretum_and_Gardens_MetroPark
,Newark,,,,,,39°58′44″N 82°25′01″W ﻿ / ﻿ 39.97889°N 82.41694°W ﻿ / 39.97889; -82.41694,United States,,Dawes Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Dawes_Arboretum
,Youngstown,,Mill Creek Metro Parks,,,,41°05′57″N 80°40′30″W ﻿ / ﻿ 41.09917°N 80.67500°W ﻿ / 41.09917; -80.67500,United States,,Fellows Riverside Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Fellows_Riverside_Gardens
,Columbus,,,,,,39°57′57″N 82°57′2″W ﻿ / ﻿ 39.96583°N 82.95056°W ﻿ / 39.96583; -82.95056,United States,,Franklin Park Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Franklin_Park_Conservatory
,Strongsville,,,,,,41°18′46″N 81°49′55″W ﻿ / ﻿ 41.31278°N 81.83194°W ﻿ / 41.31278; -81.83194,United States,,Gardenview Horticultural Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Gardenview_Horticultural_Park
,Kirtland,,,,,,41°36′45.21″N 81°18′4.84″W ﻿ / ﻿ 41.6125583°N 81.3013444°W ﻿ / 41.6125583; -81.3013444,United States,,Holden Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Holden_Arboretum
,Westerville,,,,,,40°07′25″N 82°55′17″W ﻿ / ﻿ 40.12361°N 82.92139°W ﻿ / 40.12361; -82.92139,United States,,Inniswood Metro Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Inniswood_Metro_Gardens
,Mansfield,,,,,,40°45′36″N 82°32′52″W ﻿ / ﻿ 40.76000°N 82.54778°W ﻿ / 40.76000; -82.54778,United States,,Kingwood Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Kingwood_Center
,Delaware,,Ohio Wesleyan University,,,,40°17′48.12″N 83°4′0.12″W ﻿ / ﻿ 40.2967000°N 83.0667000°W ﻿ / 40.2967000; -83.0667000,United States,,Kraus Preserve,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Kraus_Preserve_of_Ohio_Wesleyan_University
,Cincinnati,,,,,,39°6′54.86″N 84°29′25.44″W ﻿ / ﻿ 39.1152389°N 84.4904000°W ﻿ / 39.1152389; -84.4904000,United States,,Krohn Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Krohn_Conservatory
,Cincinnati,,,,,,39°10′54″N 84°34′17″W ﻿ / ﻿ 39.18167°N 84.57139°W ﻿ / 39.18167; -84.57139,United States,,Mount Airy Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Mount_Airy_Arboretum
,Danville,,,,,,40°32′10″N 82°17′59″W ﻿ / ﻿ 40.53611°N 82.29972°W ﻿ / 40.53611; -82.29972,United States,,Ramser Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Ramser_Arboretum
,Indian Hill,,,,,,39°11′57″N 84°20′23″W ﻿ / ﻿ 39.19917°N 84.33972°W ﻿ / 39.19917; -84.33972,United States,,Stanley M. Rowe Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Stanley_M._Rowe_Arboretum
,Elmore,,,,,,41°28′6″N 83°18′18″W ﻿ / ﻿ 41.46833°N 83.30500°W ﻿ / 41.46833; -83.30500,United States,,Schedel Arboretum and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Schedel_Arboretum_and_Gardens
,Birmingham,,,,,,41°19′42″N 82°21′00″W ﻿ / ﻿ 41.32833°N 82.35000°W ﻿ / 41.32833; -82.35000,United States,,Schoepfle Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Schoepfle_Garden
,Wooster,,,,,,40°46′45.62″N 81°55′30.02″W ﻿ / ﻿ 40.7793389°N 81.9250056°W ﻿ / 40.7793389; -81.9250056,United States,,Secrest Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Secrest_Arboretum
,Cincinnati,,,,,,39°09′52″N 84°31′22″W ﻿ / ﻿ 39.16444°N 84.52278°W ﻿ / 39.16444; -84.52278,United States,,Spring Grove Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Spring_Grove_Cemetery
,Akron,,,,,,41°7′7″N 81°33′5″W ﻿ / ﻿ 41.11861°N 81.55139°W ﻿ / 41.11861; -81.55139,United States,,Stan Hywet Hall and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Stan_Hywet_Hall_and_Gardens
,Toledo,,University of Toledo,,,,41°41′35″N 83°40′17″W ﻿ / ﻿ 41.69306°N 83.67139°W ﻿ / 41.69306; -83.67139,United States,,R. A. Stranahan Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/R._A._Stranahan_Arboretum
,Toledo,,,,,,41°40′05″N 83°40′20″W ﻿ / ﻿ 41.66806°N 83.67222°W ﻿ / 41.66806; -83.67222,United States,,Toledo Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Toledo_Botanical_Garden
,Dayton,,,,,,39°44′34″N 84°10′45″W ﻿ / ﻿ 39.74278°N 84.17917°W ﻿ / 39.74278; -84.17917,United States,,Woodland Cemetery and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Ohio,Ohio,https://en.wikipedia.org/wiki/Woodland_Cemetery_and_Arboretum
,Ponca City,,,,,,,United States,,Cann Memorial Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Cann_Memorial_Botanical_Gardens
,Davis,,,,,,,United States,,Cedarvale Botanic Garden and Restaurant,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,
,McAlester,,,,,,,United States,,Garrard Ardeneum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Garrard_Ardeneum
,Oklahoma City,,,,,,,United States,,Hambrick Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Hambrick_Botanical_Gardens
,Muskogee,,,,,,,United States,,Honor Heights Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Honor_Heights_Park
,Bixby,,,,,,,United States,,Washington Irving Memorial Park and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Washington_Irving_Memorial_Park_and_Arboretum
,Talihina,,,,,,,United States,,Kerr Arboretum and Botanical Area,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Kerr_Arboretum_and_Botanical_Area
,Grove,,,,,,,United States,,Lendonwood Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Lendonwood_Gardens
,Bartlesville,,,,,,,United States,,Jo Allyn Lowe Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Jo_Allyn_Lowe_Park
,Midwest City,,,,,,,United States,,Midwest City Hall Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,
,Morrison,,,,,,,United States,,Morrison Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Morrison_Arboretum
,Oklahoma City,,,,,,,United States,,Myriad Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/Myriad_Botanical_Gardens
,Covington,,,,,,,United States,,North Central Oklahoma Cactus Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Oklahoma,Oklahoma,https://en.wikipedia.org/wiki/North_Central_Oklahoma_Cactus_Botanical_Garden
